ID,commande_ID,user_ID,ancien_statut,nouveau_statut,commentaire,source_changement,createdAt
ffffffff-0055-0000-0000-000000000000,cccccccc-0043-0000-0000-000000000000,bbbbbbbb-0003-0000-0000-000000000003,EN_ATTENTE,EN_COURS,Creation de la commande PO-2025-00043,SYNC_SAP,2025-10-24T07:06:00Z
ffffffff-0056-0000-0000-000000000000,cccccccc-0044-0000-0000-000000000000,bbbbbbbb-0002-0000-0000-000000000002,EN_ATTENTE,EN_COURS,Creation de la commande PO-2025-00044,SYNC_SAP,2025-08-22T00:37:00Z
ffffffff-0057-0000-0000-000000000000,cccccccc-0044-0000-0000-000000000000,bbbbbbbb-0002-0000-0000-000000000002,EN_COURS,ANNULE,Commande annulee par le client,APP_WEB,2025-12-03T14:19:00Z
ffffffff-0058-0000-0000-000000000000,cccccccc-0045-0000-0000-000000000000,bbbbbbbb-0001-0000-0000-000000000001,EN_ATTENTE,EN_COURS,Creation de la commande PO-2025-00045,SYNC_SAP,2025-07-27T00:45:00Z
ffffffff-0059-0000-0000-000000000000,cccccccc-0046-0000-0000-000000000000,bbbbbbbb-0003-0000-0000-000000000003,EN_ATTENTE,EN_COURS,Creation de la commande PO-2025-00046,SYNC_SAP,2025-06-17T12:14:00Z
ffffffff-0060-0000-0000-000000000000,cccccccc-0046-0000-0000-000000000000,bbbbbbbb-0002-0000-0000-000000000002,EN_COURS,LIVRE,Commande livree avec succes,APP_WEB,2025-12-04T16:03:00Z
ffffffff-0061-0000-0000-000000000000,cccccccc-0047-0000-0000-000000000000,bbbbbbbb-0003-0000-0000-000000000003,EN_ATTENTE,EN_COURS,Creation de la commande PO-2025-00047,SYNC_SAP,2025-01-25T01:20:00Z
ffffffff-0062-0000-0000-000000000000,cccccccc-0048-0000-0000-000000000000,bbbbbbbb-0002-0000-0000-000000000002,EN_ATTENTE,EN_COURS,Creation de la commande PO-2025-00048,SYNC_SAP,2025-06-25T19:32:00Z
ffffffff-0063-0000-0000-000000000000,cccccccc-0049-0000-0000-000000000000,bbbbbbbb-0003-0000-0000-000000000003,EN_ATTENTE,EN_COURS,Creation de la commande PO-2025-00049,SYNC_SAP,2025-05-11T04:44:00Z
ffffffff-0064-0000-0000-000000000000,cccccccc-0049-0000-0000-000000000000,bbbbbbbb-0002-0000-0000-000000000002,EN_COURS,ANNULE,Commande annulee par le client,APP_WEB,2025-08-26T18:07:00Z
ffffffff-0065-0000-0000-000000000000,cccccccc-0050-0000-0000-000000000000,bbbbbbbb-0003-0000-0000-000000000003,EN_ATTENTE,EN_COURS,Creation de la commande PO-2025-00050,SYNC_SAP,2025-01-27T08:57:00Z
ffffffff-0066-0000-0000-000000000000,cccccccc-0051-0000-0000-000000000000,bbbbbbbb-0002-0000-0000-000000000002,EN_ATTENTE,EN_COURS,Creation de la commande PO-2025-00051,SYNC_SAP,2025-05-13T12:59:00Z
ffffffff-0067-0000-0000-000000000000,cccccccc-0051-0000-0000-000000000000,bbbbbbbb-0002-0000-0000-000000000002,EN_COURS,LIVRE,Commande livree avec succes,APP_WEB,2025-07-05T09:34:00Z
ffffffff-0068-0000-0000-000000000000,cccccccc-0052-0000-0000-000000000000,bbbbbbbb-0001-0000-0000-000000000001,EN_ATTENTE,EN_COURS,Creation de la commande PO-2025-00052,SYNC_SAP,2025-03-01T08:36:00Z
ffffffff-0069-0000-0000-000000000000,cccccccc-0052-0000-0000-000000000000,bbbbbbbb-0002-0000-0000-000000000002,EN_COURS,LIVRE,Commande livree avec succes,APP_WEB,2025-11-25T14:36:00Z
ffffffff-0070-0000-0000-000000000000,cccccccc-0053-0000-0000-000000000000,bbbbbbbb-0003-0000-0000-000000000003,EN_ATTENTE,EN_COURS,Creation de la commande PO-2025-00053,SYNC_SAP,2025-07-18T00:07:00Z
ffffffff-0071-0000-0000-000000000000,cccccccc-0054-0000-0000-000000000000,bbbbbbbb-0002-0000-0000-000000000002,EN_ATTENTE,EN_COURS,Creation de la commande PO-2025-00054,SYNC_SAP,2025-05-21T15:38:00Z
ffffffff-0072-0000-0000-000000000000,cccccccc-0054-0000-0000-000000000000,bbbbbbbb-0002-0000-0000-000000000002,EN_COURS,LIVRE,Commande livree avec succes,APP_WEB,2025-06-27T17:21:00Z
ffffffff-0073-0000-0000-000000000000,cccccccc-0055-0000-0000-000000000000,bbbbbbbb-0001-0000-0000-000000000001,EN_ATTENTE,EN_COURS,Creation de la commande PO-2025-00055,SYNC_SAP,2025-10-17T03:45:00Z
ffffffff-0074-0000-0000-000000000000,cccccccc-0056-0000-0000-000000000000,bbbbbbbb-0003-0000-0000-000000000003,EN_ATTENTE,EN_COURS,Creation de la commande PO-2025-00056,SYNC_SAP,2025-04-19T00:02:00Z
ffffffff-0075-0000-0000-000000000000,cccccccc-0056-0000-0000-000000000000,bbbbbbbb-0002-0000-0000-000000000002,EN_COURS,LIVRE,Commande livree avec succes,APP_WEB,2025-08-16T06:19:00Z
ffffffff-0076-0000-0000-000000000000,cccccccc-0057-0000-0000-000000000000,bbbbbbbb-0001-0000-0000-000000000001,EN_ATTENTE,EN_COURS,Creation de la commande PO-2025-00057,SYNC_SAP,2025-05-06T07:37:00Z
ffffffff-0077-0000-0000-000000000000,cccccccc-0057-0000-0000-000000000000,bbbbbbbb-0002-0000-0000-000000000002,EN_COURS,BLOQUE,Commande bloquee - probleme fournisseur,APP_WEB,2025-10-11T01:25:00Z
ffffffff-0078-0000-0000-000000000000,cccccccc-0058-0000-0000-000000000000,bbbbbbbb-0002-0000-0000-000000000002,EN_ATTENTE,EN_COURS,Creation de la commande PO-2025-00058,SYNC_SAP,2025-09-18T19:41:00Z
ffffffff-0079-0000-0000-000000000000,cccccccc-0059-0000-0000-000000000000,bbbbbbbb-0002-0000-0000-000000000002,EN_ATTENTE,EN_COURS,Creation de la commande PO-2025-00059,SYNC_SAP,2025-04-09T14:28:00Z
ffffffff-0080-0000-0000-000000000000,cccccccc-0059-0000-0000-000000000000,bbbbbbbb-0002-0000-0000-000000000002,EN_COURS,LIVRE,Commande livree avec succes,APP_WEB,2025-10-19T06:25:00Z
ffffffff-0081-0000-0000-000000000000,cccccccc-0060-0000-0000-000000000000,bbbbbbbb-0003-0000-0000-000000000003,EN_ATTENTE,EN_COURS,Creation de la commande PO-2025-00060,SYNC_SAP,2025-03-10T04:12:00Z
ffffffff-0082-0000-0000-000000000000,cccccccc-0061-0000-0000-000000000000,bbbbbbbb-0003-0000-0000-000000000003,EN_ATTENTE,EN_COURS,Creation de la commande PO-2025-00061,SYNC_SAP,2025-07-01T17:34:00Z
ffffffff-0083-0000-0000-000000000000,cccccccc-0062-0000-0000-000000000000,bbbbbbbb-0002-0000-0000-000000000002,EN_ATTENTE,EN_COURS,Creation de la commande PO-2025-00062,SYNC_SAP,2025-05-24T01:05:00Z
ffffffff-0084-0000-0000-000000000000,cccccccc-0063-0000-0000-000000000000,bbbbbbbb-0003-0000-0000-000000000003,EN_ATTENTE,EN_COURS,Creation de la commande PO-2025-00063,SYNC_SAP,2025-09-15T04:56:00Z
ffffffff-0085-0000-0000-000000000000,cccccccc-0064-0000-0000-000000000000,bbbbbbbb-0003-0000-0000-000000000003,EN_ATTENTE,EN_ATTENTE,Creation de la commande PO-2025-00064,SYNC_SAP,2025-01-03T00:09:00Z
ffffffff-0086-0000-0000-000000000000,cccccccc-0065-0000-0000-000000000000,bbbbbbbb-0002-0000-0000-000000000002,EN_ATTENTE,EN_COURS,Creation de la commande PO-2025-00065,SYNC_SAP,2025-04-19T11:18:00Z
ffffffff-0087-0000-0000-000000000000,cccccccc-0066-0000-0000-000000000000,bbbbbbbb-0002-0000-0000-000000000002,EN_ATTENTE,EN_COURS,Creation de la commande PO-2025-00066,SYNC_SAP,2025-03-28T12:00:00Z
ffffffff-0088-0000-0000-000000000000,cccccccc-0067-0000-0000-000000000000,bbbbbbbb-0003-0000-0000-000000000003,EN_ATTENTE,EN_COURS,Creation de la commande PO-2025-00067,SYNC_SAP,2025-03-23T23:58:00Z
ffffffff-0089-0000-0000-000000000000,cccccccc-0068-0000-0000-000000000000,bbbbbbbb-0001-0000-0000-000000000001,EN_ATTENTE,EN_COURS,Creation de la commande PO-2025-00068,SYNC_SAP,2025-05-19T09:59:00Z
ffffffff-0090-0000-0000-000000000000,cccccccc-0069-0000-0000-000000000000,bbbbbbbb-0001-0000-0000-000000000001,EN_ATTENTE,EN_COURS,Creation de la commande PO-2025-00069,SYNC_SAP,2025-07-04T14:29:00Z
ffffffff-0091-0000-0000-000000000000,cccccccc-0070-0000-0000-000000000000,bbbbbbbb-0002-0000-0000-000000000002,EN_ATTENTE,EN_COURS,Creation de la commande PO-2025-00070,SYNC_SAP,2025-07-15T20:53:00Z
ffffffff-0092-0000-0000-000000000000,cccccccc-0070-0000-0000-000000000000,bbbbbbbb-0002-0000-0000-000000000002,EN_COURS,LIVRE,Commande livree avec succes,APP_WEB,2025-12-27T07:51:00Z
ffffffff-0093-0000-0000-000000000000,cccccccc-0071-0000-0000-000000000000,bbbbbbbb-0003-0000-0000-000000000003,EN_ATTENTE,EN_COURS,Creation de la commande PO-2025-00071,SYNC_SAP,2025-05-11T18:18:00Z
ffffffff-0094-0000-0000-000000000000,cccccccc-0072-0000-0000-000000000000,bbbbbbbb-0003-0000-0000-000000000003,EN_ATTENTE,EN_COURS,Creation de la commande PO-2025-00072,SYNC_SAP,2025-06-26T18:11:00Z
ffffffff-0095-0000-0000-000000000000,cccccccc-0072-0000-0000-000000000000,bbbbbbbb-0002-0000-0000-000000000002,EN_COURS,LIVRE,Commande livree avec succes,APP_WEB,2025-06-19T16:38:00Z
ffffffff-0096-0000-0000-000000000000,cccccccc-0073-0000-0000-000000000000,bbbbbbbb-0003-0000-0000-000000000003,EN_ATTENTE,EN_COURS,Creation de la commande PO-2025-00073,SYNC_SAP,2025-08-21T07:55:00Z
ffffffff-0097-0000-0000-000000000000,cccccccc-0074-0000-0000-000000000000,bbbbbbbb-0003-0000-0000-000000000003,EN_ATTENTE,EN_COURS,Creation de la commande PO-2025-00074,SYNC_SAP,2025-02-02T18:21:00Z
ffffffff-0098-0000-0000-000000000000,cccccccc-0075-0000-0000-000000000000,bbbbbbbb-0001-0000-0000-000000000001,EN_ATTENTE,EN_ATTENTE,Creation de la commande PO-2025-00075,SYNC_SAP,2025-02-19T21:52:00Z
ffffffff-0099-0000-0000-000000000000,cccccccc-0076-0000-0000-000000000000,bbbbbbbb-0003-0000-0000-000000000003,EN_ATTENTE,EN_COURS,Creation de la commande PO-2025-00076,SYNC_SAP,2025-08-19T17:43:00Z
ffffffff-0100-0000-0000-000000000000,cccccccc-0077-0000-0000-000000000000,bbbbbbbb-0002-0000-0000-000000000002,EN_ATTENTE,EN_ATTENTE,Creation de la commande PO-2025-00077,SYNC_SAP,2025-10-24T00:43:00Z
ffffffff-0101-0000-0000-000000000000,cccccccc-0078-0000-0000-000000000000,bbbbbbbb-0001-0000-0000-000000000001,EN_ATTENTE,EN_COURS,Creation de la commande PO-2025-00078,SYNC_SAP,2025-04-18T11:16:00Z
ffffffff-0102-0000-0000-000000000000,cccccccc-0079-0000-0000-000000000000,bbbbbbbb-0003-0000-0000-000000000003,EN_ATTENTE,EN_COURS,Creation de la commande PO-2025-00079,SYNC_SAP,2025-08-21T16:39:00Z
ffffffff-0103-0000-0000-000000000000,cccccccc-0079-0000-0000-000000000000,bbbbbbbb-0002-0000-0000-000000000002,EN_COURS,LIVRE,Commande livree avec succes,APP_WEB,2025-12-09T17:35:00Z
ffffffff-0104-0000-0000-000000000000,cccccccc-0080-0000-0000-000000000000,bbbbbbbb-0003-0000-0000-000000000003,EN_ATTENTE,EN_COURS,Creation de la commande PO-2025-00080,SYNC_SAP,2025-08-09T01:06:00Z
ffffffff-0105-0000-0000-000000000000,cccccccc-0081-0000-0000-000000000000,bbbbbbbb-0001-0000-0000-000000000001,EN_ATTENTE,EN_COURS,Creation de la commande PO-2025-00081,SYNC_SAP,2025-02-23T22:35:00Z
ffffffff-0106-0000-0000-000000000000,cccccccc-0081-0000-0000-000000000000,bbbbbbbb-0002-0000-0000-000000000002,EN_COURS,LIVRE,Commande livree avec succes,APP_WEB,2025-11-07T16:10:00Z
ffffffff-0107-0000-0000-000000000000,cccccccc-0082-0000-0000-000000000000,bbbbbbbb-0001-0000-0000-000000000001,EN_ATTENTE,EN_COURS,Creation de la commande PO-2025-00082,SYNC_SAP,2025-08-25T13:48:00Z
ffffffff-0108-0000-0000-000000000000,cccccccc-0082-0000-0000-000000000000,bbbbbbbb-0002-0000-0000-000000000002,EN_COURS,ANNULE,Commande annulee par le client,APP_WEB,2025-06-23T07:36:00Z
ffffffff-0109-0000-0000-000000000000,cccccccc-0083-0000-0000-000000000000,bbbbbbbb-0002-0000-0000-000000000002,EN_ATTENTE,EN_COURS,Creation de la commande PO-2025-00083,SYNC_SAP,2025-01-25T23:12:00Z
ffffffff-0110-0000-0000-000000000000,cccccccc-0084-0000-0000-000000000000,bbbbbbbb-0003-0000-0000-000000000003,EN_ATTENTE,EN_COURS,Creation de la commande PO-2025-00084,SYNC_SAP,2025-06-14T07:18:00Z
ffffffff-0111-0000-0000-000000000000,cccccccc-0085-0000-0000-000000000000,bbbbbbbb-0002-0000-0000-000000000002,EN_ATTENTE,EN_COURS,Creation de la commande PO-2025-00085,SYNC_SAP,2025-04-25T12:10:00Z
ffffffff-0112-0000-0000-000000000000,cccccccc-0085-0000-0000-000000000000,bbbbbbbb-0002-0000-0000-000000000002,EN_COURS,BLOQUE,Commande bloquee - probleme fournisseur,APP_WEB,2025-10-11T07:17:00Z
ffffffff-0113-0000-0000-000000000000,cccccccc-0086-0000-0000-000000000000,bbbbbbbb-0003-0000-0000-000000000003,EN_ATTENTE,EN_COURS,Creation de la commande PO-2025-00086,SYNC_SAP,2025-04-13T09:50:00Z
ffffffff-0114-0000-0000-000000000000,cccccccc-0087-0000-0000-000000000000,bbbbbbbb-0003-0000-0000-000000000003,EN_ATTENTE,EN_COURS,Creation de la commande PO-2025-00087,SYNC_SAP,2025-09-05T18:57:00Z
ffffffff-0115-0000-0000-000000000000,cccccccc-0088-0000-0000-000000000000,bbbbbbbb-0002-0000-0000-000000000002,EN_ATTENTE,EN_ATTENTE,Creation de la commande PO-2025-00088,SYNC_SAP,2025-06-14T11:22:00Z
ffffffff-0116-0000-0000-000000000000,cccccccc-0089-0000-0000-000000000000,bbbbbbbb-0002-0000-0000-000000000002,EN_ATTENTE,EN_COURS,Creation de la commande PO-2025-00089,SYNC_SAP,2025-09-17T05:49:00Z
ffffffff-0117-0000-0000-000000000000,cccccccc-0090-0000-0000-000000000000,bbbbbbbb-0002-0000-0000-000000000002,EN_ATTENTE,EN_COURS,Creation de la commande PO-2025-00090,SYNC_SAP,2025-02-20T07:21:00Z
ffffffff-0118-0000-0000-000000000000,cccccccc-0091-0000-0000-000000000000,bbbbbbbb-0001-0000-0000-000000000001,EN_ATTENTE,EN_ATTENTE,Creation de la commande PO-2025-00091,SYNC_SAP,2025-03-27T04:30:00Z
