ID,commande_ID,type,severite,message,details,lu,acquitte,destinataires_roles,date_creation,date_acquittement
11111111-0028-0000-0000-000000000000,cccccccc-0091-0000-0000-000000000000,RETARD,ELEVE,Commande PO-2025-00091 en retard - risque eleve detecte,,false,false,,2025-10-09T09:29:00Z,
11111111-0029-0000-0000-000000000000,cccccccc-0095-0000-0000-000000000000,RETARD,ELEVE,Commande PO-2025-00095 en retard - risque eleve detecte,,false,false,,2025-12-01T22:15:00Z,
11111111-0030-0000-0000-000000000000,cccccccc-0103-0000-0000-000000000000,BLOQUE,ELEVE,Commande PO-2025-00103 bloquee - investigation requise,,false,false,,2025-11-28T23:06:00Z,
11111111-0031-0000-0000-000000000000,cccccccc-0104-0000-0000-000000000000,BLOQUE,ELEVE,Commande PO-2025-00104 bloquee - investigation requise,,false,false,,2025-08-16T05:36:00Z,
11111111-0032-0000-0000-000000000000,cccccccc-0107-0000-0000-000000000000,RETARD,ELEVE,Commande PO-2025-00107 en retard - risque eleve detecte,,false,false,,2025-11-05T01:30:00Z,
11111111-0033-0000-0000-000000000000,cccccccc-0108-0000-0000-000000000000,BLOQUE,CRITIQUE,Commande PO-2025-00108 bloquee avec risque eleve,,false,false,,2025-09-09T01:29:00Z,
11111111-0034-0000-0000-000000000000,cccccccc-0109-0000-0000-000000000000,BLOQUE,ELEVE,Commande PO-2025-00109 bloquee - investigation requise,,false,false,,2025-10-04T00:09:00Z,
11111111-0035-0000-0000-000000000000,cccccccc-0114-0000-0000-000000000000,RETARD,ELEVE,Commande PO-2025-00114 en retard - risque eleve detecte,,false,false,,2025-10-03T01:06:00Z,
11111111-0036-0000-0000-000000000000,cccccccc-0116-0000-0000-000000000000,RETARD,ELEVE,Commande PO-2025-00116 en retard - risque eleve detecte,,false,false,,2025-10-03T21:19:00Z,
11111111-0037-0000-0000-000000000000,cccccccc-0117-0000-0000-000000000000,RETARD,ELEVE,Commande PO-2025-00117 en retard - risque eleve detecte,,false,false,,2025-09-21T10:04:00Z,
11111111-0038-0000-0000-000000000000,cccccccc-0124-0000-0000-000000000000,RETARD,ELEVE,Commande PO-2025-00124 en retard - risque eleve detecte,,false,false,,2025-10-04T05:58:00Z,
11111111-0039-0000-0000-000000000000,cccccccc-0131-0000-0000-000000000000,RETARD,ELEVE,Commande PO-2025-00131 en retard - risque eleve detecte,,false,false,,2025-10-12T13:01:00Z,
11111111-0040-0000-0000-000000000000,cccccccc-0132-0000-0000-000000000000,RETARD,ELEVE,Commande PO-2025-00132 en retard - risque eleve detecte,,false,false,,2025-09-17T12:03:00Z,
11111111-0041-0000-0000-000000000000,cccccccc-0133-0000-0000-000000000000,RETARD,ELEVE,Commande PO-2025-00133 en retard - risque eleve detecte,,false,false,,2025-10-08T02:12:00Z,
11111111-0042-0000-0000-000000000000,cccccccc-0137-0000-0000-000000000000,BLOQUE,CRITIQUE,Commande PO-2025-00137 bloquee avec risque eleve,,false,false,,2025-11-18T18:19:00Z,
11111111-0043-0000-0000-000000000000,cccccccc-0143-0000-0000-000000000000,RETARD,ELEVE,Commande PO-2025-00143 en retard - risque eleve detecte,,false,false,,2025-10-27T01:58:00Z,
11111111-0044-0000-0000-000000000000,cccccccc-0146-0000-0000-000000000000,RETARD,ELEVE,Commande PO-2025-00146 en retard - risque eleve detecte,,false,false,,2025-08-07T01:29:00Z,
11111111-0045-0000-0000-000000000000,cccccccc-0152-0000-0000-000000000000,RETARD,ELEVE,Commande PO-2025-00152 en retard - risque eleve detecte,,false,false,,2025-08-14T16:33:00Z,
11111111-0046-0000-0000-000000000000,cccccccc-0162-0000-0000-000000000000,BLOQUE,CRITIQUE,Commande PO-2025-00162 bloquee avec risque eleve,,false,false,,2025-11-06T06:09:00Z,
11111111-0047-0000-0000-000000000000,cccccccc-0163-0000-0000-000000000000,RETARD,ELEVE,Commande PO-2025-00163 en retard - risque eleve detecte,,false,false,,2025-09-19T11:32:00Z,
11111111-0048-0000-0000-000000000000,cccccccc-0164-0000-0000-000000000000,RETARD,ELEVE,Commande PO-2025-00164 en retard - risque eleve detecte,,false,false,,2025-08-12T07:50:00Z,
11111111-0049-0000-0000-000000000000,cccccccc-0168-0000-0000-000000000000,RETARD,ELEVE,Commande PO-2025-00168 en retard - risque eleve detecte,,false,false,,2025-08-25T19:27:00Z,
11111111-0050-0000-0000-000000000000,cccccccc-0172-0000-0000-000000000000,RETARD,ELEVE,Commande PO-2025-00172 en retard - risque eleve detecte,,false,false,,2025-08-01T03:56:00Z,
11111111-0051-0000-0000-000000000000,cccccccc-0182-0000-0000-000000000000,RETARD,ELEVE,Commande PO-2025-00182 en retard - risque eleve detecte,,false,false,,2025-11-18T18:50:00Z,
11111111-0052-0000-0000-000000000000,cccccccc-0183-0000-0000-000000000000,RETARD,ELEVE,Commande PO-2025-00183 en retard - risque eleve detecte,,false,false,,2025-09-04T23:54:00Z,
11111111-0053-0000-0000-000000000000,cccccccc-0186-0000-0000-000000000000,RETARD,ELEVE,Commande PO-2025-00186 en retard - risque eleve detecte,,false,false,,2025-09-25T01:31:00Z,
11111111-0054-0000-0000-000000000000,cccccccc-0188-0000-0000-000000000000,BLOQUE,ELEVE,Commande PO-2025-00188 bloquee - investigation requise,,false,false,,2025-10-25T19:08:00Z,
11111111-0055-0000-0000-000000000000,cccccccc-0190-0000-0000-000000000000,RETARD,ELEVE,Commande PO-2025-00190 en retard - risque eleve detecte,,false,false,,2025-09-10T17:13:00Z,
11111111-0056-0000-0000-000000000000,cccccccc-0193-0000-0000-000000000000,RETARD,ELEVE,Commande PO-2025-00193 en retard - risque eleve detecte,,false,false,,2025-11-23T19:05:00Z,
